county,snap_apps_rcvd,init_apps,apps_rcvd_bene_prev_30d,apps_rcvd_bene_prev_60d,apps_rcvd_bene_prev_90d,apps_rcvd_bene_over_90d,ave_days_apprv_bene,cases_sched_recert,recert_rcvd_snap_follow_mth,recert_not_rcvd_snap_follow_mth,incomp_recert_no_bene_reapp,incomp_recert_no_bene_reapp_30d,incomp_recert_no_bene_reapp_60d,incomp_recert_no_bene_reapp_90d,avg_days_btw_notice_recert,pct_reapps_churning,pct_reapps_churning_in_30d,pct_recerts_churning,pct_recerts_churning_in_30d,year,month,pct_apps_rcvd_from_this_county,pct_cases_sched_recert_this_county,quarter,fulldate
California,435795.0,190526.0,58227.0,28238.0,17955.0,140849.0,10.3,485160.0,359296.0,125864.0,60792.0,44942.0,9879.0,5971.0,28.9,0.2396,0.1336,0.1395,0.1031,2017,JUN,1.0,1.0,2.0,2017-06-01
Alameda,14766.0,6477.0,1539.0,891.0,608.0,5251.0,6.0,12117.0,9530.0,2587.0,1469.0,918.0,307.0,244.0,40.3,0.2057,0.1042,0.0995,0.0622,2017,JUN,0.03388290365883041,0.02497526589166461,2.0,2017-06-01
Alpine,8.0,3.0,0.0,0.0,1.0,4.0,12.0,31.0,11.0,20.0,0.0,0.0,0.0,0.0,22.0,0.125,0.0,0.0,0.0,2017,JUN,1.8357255131426474e-05,6.389644653310249e-05,2.0,2017-06-01
Amador,361.0,152.0,41.0,27.0,12.0,129.0,12.3,434.0,216.0,218.0,65.0,58.0,5.0,2.0,23.3,0.2216,0.1136,0.1801,0.1607,2017,JUN,0.0008283711378056196,0.0008945502514634347,2.0,2017-06-01
Butte,4078.0,1779.0,558.0,240.0,163.0,1338.0,14.3,4672.0,2635.0,2037.0,918.0,790.0,84.0,44.0,25.7,0.2357,0.1368,0.2251,0.1937,2017,JUN,0.009357610803244643,0.00962981284524693,2.0,2017-06-01
Calaveras,588.0,301.0,79.0,27.0,25.0,156.0,9.0,786.0,447.0,339.0,150.0,130.0,10.0,10.0,25.0,0.2228,0.1344,0.2551,0.2211,2017,JUN,0.0013492582521598456,0.0016200840959683404,2.0,2017-06-01
Colusa,192.0,108.0,18.0,7.0,3.0,56.0,11.3,189.0,112.0,77.0,50.0,45.0,3.0,2.0,26.0,0.1458,0.0938,0.2604,0.23440000000000005,2017,JUN,0.00044057412315423535,0.00038956220628246353,2.0,2017-06-01
Contra Costa,8120.0,4060.0,579.0,402.0,309.0,2770.0,10.0,6660.0,5456.0,1204.0,680.0,388.0,183.0,109.0,37.7,0.1589,0.0713,0.0837,0.0478,2017,JUN,0.018632613958397867,0.013727430126143952,2.0,2017-06-01
Del Norte,541.0,240.0,101.0,18.0,12.0,170.0,11.0,710.0,475.0,235.0,243.0,229.0,8.0,6.0,28.3,0.2421,0.1867,0.4492,0.4233,2017,JUN,0.0012414093782627152,0.0014634347431775087,2.0,2017-06-01
El Dorado,1733.0,816.0,224.0,103.0,69.0,521.0,8.0,1978.0,1056.0,922.0,408.0,365.0,31.0,12.0,26.3,0.2285,0.1293,0.2354,0.2106,2017,JUN,0.00397664039284526,0.004077005523950862,2.0,2017-06-01
Fresno,16950.0,5539.0,2531.0,1453.0,864.0,6563.0,8.3,22755.0,19646.0,3109.0,2771.0,1761.0,621.0,389.0,47.7,0.28600000000000003,0.1493,0.1635,0.1039,2017,JUN,0.03889443430970984,0.04690205293099184,2.0,2017-06-01
Glenn,407.0,184.0,55.0,20.0,15.0,133.0,10.3,453.0,254.0,199.0,60.0,55.0,3.0,2.0,20.0,0.2211,0.1351,0.1474,0.1351,2017,JUN,0.0009339253548113221,0.0009337125896611428,2.0,2017-06-01
Humboldt,3074.0,1379.0,410.0,178.0,128.0,979.0,7.7,3276.0,1808.0,1468.0,758.0,697.0,41.0,20.0,29.0,0.2329,0.1334,0.2466,0.2267,2017,JUN,0.007053775284250622,0.006752411575562701,2.0,2017-06-01
